"","gene","MinExpr","MaxExpr","SD_logRPKM","Mean_logRPKM","Median_logRPKM","Q.25_logRPKM","Q.75_logRPKM","IQR_logRPKM","ShannonIndex","Kurtosis","Skewness","ZeroExpr_proportion","residual.SD_logRPKM","LOESS.fit","TP","gene_name","synonyms","gene_product","COG","regulator","uniprot","start","end","strand","essential","core_genome","iML1515","oxidizeME","DGF_strain","MS57","pseudogene","y_ome","k_eff","schmidt_prot_med","heckmann_prot_med","proteomics","p1k","p1k_ctrl_log_tpm","p1k_median_log_tpm","p1k_mad_log_tpm","in_iM","length"
"3100","b3302",9.4548217197963,14.6581543775612,0.756931213086562,11.9135233479097,11.9297875500751,11.4190549502633,12.3766849897368,0.957630039473463,6.89669846745239,4.08979656321028,0.134839045777886,0,-0.138939185545609,0.895870398632171,0.772890506475952,"rpmD","rpmD","50S ribosomal subunit protein L30","Translation, ribosomal structure and biogenesis","RpsH,DksA","P0AG51",3444543,3444722,"-","True","True","False","True","True","True","False","False","True",5538.5,3924,"True","True",11.486174845,11.49746382,0.62904686838,"True",180
"3101","b3303",9.92823154587597,15.1357318104795,0.695183683788497,12.3957905528814,12.4100472608727,11.9965204562309,12.8195091762239,0.822988719992985,6.89714168322237,4.86723701848008,0.0728596913052955,0,-0.205878161681051,0.901061845469548,0.70595153034051,"rpsE","rpsE;spc","30S ribosomal subunit protein S5","Translation, ribosomal structure and biogenesis","ppGpp,RpsH,DksA","P0A7W1",3444726,3445229,"-","True","True","False","True","True","True","False","False","True",12415,17014,"True","True",11.76679695,12.02404612,0.475513230528,"True",504
"3102","b3304",9.60439740508157,14.8173984419064,0.751498277996896,12.1596442866823,12.200033486922,11.7458206004485,12.6019907851832,0.856170184734728,6.89679901558865,4.25753700565014,-0.0629895659530601,0,-0.146994514437194,0.898492792434089,0.764835177584367,"rplR","rplR","50S ribosomal subunit protein L18","Translation, ribosomal structure and biogenesis","ppGpp,RpsH,DksA,Lrp","P0C018",3445244,3445597,"-","True","True","False","True","True","True","False","False","True",4111,2660,"True","True",11.746202185,11.78890349,0.52568222028,"True",354
"3103","b3305",9.75748003901315,15.0887969166658,0.716262002596845,12.2713699449564,12.315635499299,11.8969968857363,12.66552770528,0.768530819543708,6.89700669680666,5.03594763691191,-0.0383965955399256,0,-0.183440898557432,0.899702901154278,0.728388793464129,"rplF","rplF","50S ribosomal subunit protein L6","Translation, ribosomal structure and biogenesis","ppGpp,RpsH,DksA,Lrp","P0AG55",3445607,3446140,"-","True","True","False","True","True","True","False","False","True",14373.5,13324,"True","True",11.86043647,11.91856225,0.433648876416,"True",534
"3104","b3306",9.67948020917252,14.9537263000931,0.683711643116923,12.3098016293955,12.3149933977324,11.9516468813818,12.7120630419164,0.760416160534588,6.89717130394598,5.16935064633179,0.0614722473822814,0,-0.216409850425007,0.900121493541931,0.695419841596554,"rpsH","rpsH","30S ribosomal subunit protein S8","Translation, ribosomal structure and biogenesis","ppGpp,RpsH,DksA,Lrp","P0A7W7",3446153,3446545,"-","True","True","False","True","True","True","False","False","True",14959.5,9142,"True","True",11.971941125,11.92878804,0.473457546324,"True",393
"3105","b3307",10.2334462003393,15.3580995026562,0.711156713543614,12.7852513338511,12.792390034657,12.386927552716,13.2047451607408,0.817817608024736,6.897164114135,4.47601781700979,-0.0493748150364586,0,-0.194208456609437,0.905365170153051,0.717621235412124,"rpsN","rpsN","30S ribosomal subunit protein S14","Translation, ribosomal structure and biogenesis","YcjW,ppGpp,RpsH,DksA","P0AG59",3446579,3446884,"-","True","True","False","True","True","True","False","False","True",7008.5,2057,"True","True",12.319400045,12.37325254,0.560015559432,"True",306
"3106","b3308",10.0340888520449,15.4141319394101,0.702360357139693,12.7150602131694,12.7332081201367,12.3699993073861,13.1057636932972,0.735764385911143,6.89718526077812,4.9325235549537,-0.0475681676105812,0,-0.202225886270115,0.904586243409808,0.709603805751446,"rplE","rplE","50S ribosomal subunit protein L5","Translation, ribosomal structure and biogenesis","ppGpp,RpsH,DksA","P62399",3446899,3447438,"-","True","True","False","True","True","True","False","False","True",21242.5,9371,"True","True",12.53254432,12.35084371,0.436563584271947,"True",540
"3107","b3309",10.5390991998856,15.7871934465885,0.758340173359092,13.2317809098539,13.3250168449516,12.7305906264715,13.7120891617703,0.981498535298803,6.8970650752282,3.79103233667092,-0.17033979648704,0,-0.151972170626193,0.910312343985285,0.759857521395368,"rplX","rplX","50S ribosomal subunit protein L24","Translation, ribosomal structure and biogenesis","ppGpp,RpsH,DksA","P60624",3447453,3447767,"-","True","True","False","True","True","True","False","False","True",33096,7880,"True","True",12.35321043,12.90756624,0.534478070952001,"True",315
"3108","b3310",10.1346979715334,15.1569401057123,0.693746690499363,12.930141497248,12.9356597348235,12.5242749447579,13.3478953666796,0.823620421921699,6.89726992940662,3.92484885582389,-0.15265952440542,0,-0.213227345098535,0.906974035597898,0.698602346923026,"rplN","rplN","50S ribosomal subunit protein L14","Translation, ribosomal structure and biogenesis","ppGpp,RpsH,DksA","P0ADY3",3447778,3448149,"-","True","True","False","True","True","True","False","False","True",6086,8986,"True","True",12.33606528,12.55002155,0.492315032244001,"True",372
"3109","b3311",8.79892983882535,15.2168243733463,0.883031631622747,12.311029703996,12.383919511527,11.759332766432,12.8638958379076,1.10456307147558,6.89611635576457,3.80873018244368,-0.319040884190828,0,-0.0171032560189013,0.900134887641648,0.89472643600266,"rpsQ","rpsQ;neaA","30S ribosomal subunit protein S17","Translation, ribosomal structure and biogenesis","RpoD,Fnr,ArcA,RplD,DksA","P0AG63",3448314,3448568,"-","True","True","False","True","True","True","False","False","True",8548.5,4865,"True","True",11.817087695,11.96246899,0.658957033518002,"True",255
"3110","b3312",8.16934895213215,15.1669320173132,0.895773634012566,11.9788154311379,12.0391305219681,11.4637008958975,12.5104332583096,1.04673236241211,6.89588296623957,4.26201586583001,-0.378616677794557,0,-0.000785869758097135,0.896559503770664,0.911043822263464,"rpmC","rpmC","50S ribosomal subunit protein L29","Translation, ribosomal structure and biogenesis","RpoD,Fnr,ArcA,RplD,DksA","P0A7M6",3448568,3448759,"-","True","True","False","True","True","True","False","False","True",34495,942,"True","True",11.887412375,11.5296379,0.782014330944,"True",192
"3111","b3313",8.53879185116169,14.7483528304945,0.872215140155809,12.0574561863729,12.1185711598093,11.5884783607533,12.5886538040322,1.00017544327896,6.89607089489599,4.24333049342307,-0.312900819081564,0,-0.0251809124466952,0.897396052602504,0.886648779574866,"rplP","rplP","50S ribosomal subunit protein L16","Translation, ribosomal structure and biogenesis","RpoD,Fnr,ArcA,RplD,DksA","P0ADY7",3448759,3449169,"-","True","True","False","True","True","True","False","False","True",26176,7783,"True","True",12.35749711,11.70076721,0.609346998791999,"True",411
"3112","b3314",8.16417981946839,14.899904329878,0.787681899645193,12.246765572343,12.2893877643738,11.8642084952737,12.7099638421724,0.845755346898764,6.89661414518233,6.11041461473126,-0.554414893313024,0,-0.11175361220571,0.899435511850903,0.800076079815851,"rpsC","rpsC","30S ribosomal subunit protein S3","Translation, ribosomal structure and biogenesis","RpoD,Fnr,ArcA,RplD,DksA","P0A7V3",3449182,3449883,"-","True","True","False","True","True","True","False","False","True",13319,15704,"True","True",12.016428775,11.90395757,0.487290308106001,"True",702
"3113","b3315",8.12856533165837,15.0744102995697,0.841173897004294,12.3842875038924,12.4353942562144,11.9333828053754,12.8894660133606,0.956083207985166,6.89637300230011,5.57590662724899,-0.502462670572106,0,-0.0597618734015263,0.900935770405821,0.852067818620035,"rplV","rplV;eryB","50S ribosomal subunit protein L22","Translation, ribosomal structure and biogenesis","RpoD,Fnr,ArcA,RplD,DksA","P61175",3449901,3450233,"-","True","True","False","True","True","True","False","False","True",34379.5,13020,"True","True",12.342867845,12.02294275,0.634358594226,"True",333
"3114","b3316",7.72338801328266,15.2033560895251,0.842692647299604,12.3136296269286,12.3771936823083,11.902715699519,12.8022507524726,0.899535052953663,6.89633437832933,6.11394683795862,-0.532497392953042,0,-0.0574706002250241,0.900163247524628,0.854359091796537,"rpsS","rpsS","30S ribosomal subunit protein S19","Translation, ribosomal structure and biogenesis","RpoD,Fnr,ArcA,ppGpp,RplD,DksA","P0A7U3",3450248,3450526,"-","True","True","False","True","True","True","False","False","True",11949,3141,"True","True",12.207727485,11.9450727996778,0.581154158408321,"True",279
"3115","b3317",7.70039209379075,14.9212730420517,0.843034965821683,12.1225066861672,12.1854094342891,11.620262551697,12.6205135328466,1.00025098114958,6.8962586879975,5.70490443902211,-0.497517971945913,0,-0.0550580531423024,0.898093018963985,0.856771638879259,"rplB","rplB","50S ribosomal subunit protein L2","Translation, ribosomal structure and biogenesis","RpoD,Fnr,ArcA,ppGpp,RplD,DksA","P60422",3450543,3451364,"-","True","True","False","True","True","True","False","False","True",11537.5,14461,"True","True",11.867277675,11.79846266,0.620123499281999,"True",822
"3116","b3318",7.44823601607232,14.8998431288464,0.842295957390976,12.2078758856009,12.2587995568957,11.7939730961074,12.6930635031111,0.899090407003641,6.89628509797918,6.48333462675119,-0.687767166529636,0,-0.0567179263919695,0.899013883782945,0.855111765629592,"rplW","rplW","50S ribosomal subunit protein L23","Translation, ribosomal structure and biogenesis","RpoD,Fnr,ArcA,ppGpp,RplD,DksA","P0ADZ0",3451382,3451684,"-","True","True","False","True","True","True","False","False","True",1489.5,1898,"True","True",11.93197141,11.83722411,0.616188629246617,"True",303
"3117","b3319",7.23027863244415,14.7470708712679,0.848047597628754,11.9265215697497,11.9770018677536,11.5262118091671,12.4262179289585,0.900006119791399,6.89613625833926,6.39286490887725,-0.624867398502527,0,-0.0479595731726513,0.896007170801405,0.86387011884891,"rplD","rplD;eryA","50S ribosomal subunit protein L4","Translation, ribosomal structure and biogenesis","RpoD,Fnr,ArcA,ppGpp,RplD,DksA","P60723",3451681,3452286,"-","True","True","False","True","True","True","False","False","True",15478,9311,"True","True",11.869464365,11.59290046,0.576283284149998,"True",606
"3118","b3320",7.79504436664492,15.3640255111744,0.840882604652946,12.5334762437606,12.565395931356,12.1744697798693,13.0219948113849,0.847525031515561,6.8964188664054,6.58670687981146,-0.690792463717092,0,-0.0616940126210024,0.902576617273949,0.850135679400559,"rplC","rplC","50S ribosomal subunit protein L3","Translation, ribosomal structure and biogenesis","RpoD,YqhC,YihW,YebK,YhjC,YedW,Fnr,ArcA,ppGpp,RplD,DksA","P60438",3452297,3452926,"-","True","True","False","True","True","True","False","False","True",12287,9265,"True","True",12.348246355,12.1652408,0.535183658557223,"True",630
"3119","b3321",7.4943962896997,15.3027625744905,0.901450997995586,12.5704271375272,12.6307462710538,12.130873242598,13.0743702466742,0.943497004076161,6.89607666972094,6.43343397015739,-0.857952608283875,0,-0.00153367131933446,0.902984669314921,0.910296020702227,"rpsJ","rpsJ;nusE","30S ribosomal subunit protein S10","Translation, ribosomal structure and biogenesis","RpoD,YdhB,Fnr,ArcA,ppGpp,RplD,DksA","P0A7R5",3452959,3453270,"-","True","True","False","True","True","True","False","False","True",24339.5,11373,"True","True",13.01453647,12.2477937960789,0.616515894515475,"True",312
"3120","b3322",1.64981068382337,5.8156751060634,0.47577677196877,4.29682778817175,4.33302192181358,4.03399099178163,4.60660606888471,0.572615077103084,6.89236242262207,5.44633240569768,-0.620097895793326,0,-0.533771814934298,1.00954858690307,0.378057877087263,"gspB","gspB;pinO;pioO;pno","putative general secretion pathway protein B","Function unknown","RpoD,RpoE,H-NS","P03825",3453508,3453927,"-","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",4.334454518,3.877027629,0.589565985023401,"False",420
"3121","b3323",0.511842210639097,6.10788351141949,0.524116815946902,2.20147906331819,2.21069339908607,1.90788801401308,2.51179115637968,0.603903142366599,6.87031720521938,9.189426959453,0.749435851025956,0,-0.358546935509975,0.882663751456877,0.553282756511586,"gspA","gspA;yheD","Type II secretion system protein GspA","Intracellular trafficking, secretion, and vesicular transport","RpoD,YciT,RpoE,H-NS","P45756",3453929,3455398,"-","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",1.3959474885,1.813400497,0.5052466297158,"False",1470
"3122","b3324",0,7.69397833548107,1.05806837230308,2.74407982612511,2.76563017916786,2.10344539287071,3.32761516113687,1.22416976826615,6.82030301045589,4.26369900515308,0.418748314364088,0.00403632694248234,0.132794622476899,0.925273749826184,1.04462431449846,"gspC","gspC;yheE","Type II secretion system protein GspC","Intracellular trafficking, secretion, and vesicular transport","RpoD,ppGpp,SlyA,H-NS,Fur","P45757",3455578,3456393,"+","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",2.795489434,2.387054343,0.8725381671006,"True",816
"3123","b3325",0.725713691252781,5.8565937124575,0.681106503482872,2.7291418803132,2.63717924754398,2.2691896987672,3.1050825429598,0.835892844192604,6.86867803346752,4.64216181542595,0.881310471974868,0,-0.242962010650292,0.924068514133164,0.668867681371269,"gspD","gspD;yheF","Type II secretion system protein GspD","Cell motility","RpoD,SlyA,H-NS,Fur","P45758",3456377,3458329,"+","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",2.9424343425,2.252310128,0.6640136439342,"True",1953
"3124","b3326",0,5.26757179870727,0.701595558543759,2.09406756494114,2.05182072649989,1.59465107027523,2.48100241476111,0.886351344485885,6.84332227647193,4.24391390806769,0.721157006383102,0.00100908173562059,-0.173335865843599,0.874931424387358,0.738493826177963,"gspE","gspE;yheG","Type II secretion system protein GspE","Cell motility","RpoD,SlyA,H-NS,Fur","P45759",3458339,3459820,"+","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",2.423232363,1.683633471,0.6417670693308,"True",1482
"3125","b3327",0.219125932554125,5.29192472297975,0.664627344297303,1.82616191411961,1.76027189081926,1.41791058306512,2.16987326035241,0.751962677287281,6.8339737031862,5.30540930329395,0.901004624187206,0,-0.189188016715621,0.853815361012925,0.72264167530594,"gspF","gspF;hofF;hopF","Type II secretion system protein GspF","Intracellular trafficking, secretion, and vesicular transport","RpoD,SlyA,H-NS,Fur","P41441",3459817,3461013,"+","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",2.0723589395,1.455262424,0.5555253704154,"True",1197
"3126","b3328",0,4.88767315849544,0.735440050480909,1.61336994866186,1.60353268656137,1.18755407410236,2.04444266751254,0.856888593410182,6.77625807913796,4.1398834059294,0.268209305909295,0.0454086781029263,-0.100126142700957,0.835566193181866,0.811703549320604,"gspG","gspG;hofG;hopG","Type II secretion system protein GspG","Intracellular trafficking, secretion, and vesicular transport","RpoD,SlyA,H-NS,Fur,Nac","P41442",3461023,3461460,"+","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",1.408572341,1.287387106,0.5836633897038,"True",438
"3127","b3329",0,4.20998609180611,0.641697381243311,1.35931804905997,1.33682815746169,0.960706534053475,1.71145208228909,0.750745548235614,6.77040564709279,4.24732975411242,0.407005082552703,0.0443995963673058,-0.170946683664806,0.812644064908117,0.740883008356755,"gspH","gspH;hofH;hopH","Type II secretion system protein GspH","Intracellular trafficking, secretion, and vesicular transport","RpoD,SlyA,H-NS,Fur,Nac","P41443",3461468,3461977,"+","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",1.822210371,1.057914184,0.549236641680455,"False",510
"3128","b3330",0,3.84485614373221,0.713967978445718,1.40395707693141,1.41589812044113,0.948646531123083,1.87763744469507,0.928990913571985,6.73852379531015,3.05023421933268,0.0695086315360204,0.0736629667003027,-0.102766924556433,0.816734903002151,0.809062767465128,"gspI","gspI;yheH","Type II secretion system protein GspI","Cell motility","","P45760",3461974,3462351,"+","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",1.39805085610944,1.09484095269241,0.635744225392898,"False",378
"3129","b3331",0,4.52898018900328,0.614283345415897,1.19722656137732,1.18097867761665,0.824462423448808,1.54592686906043,0.721464445611623,6.74359690144839,4.56020407306284,0.46762915750719,0.065590312815338,-0.183372097282123,0.79765544269802,0.728457594739438,"gspJ","gspJ;yheI","Type II secretion system protein GspJ","Intracellular trafficking, secretion, and vesicular transport","RpoD,SlyA,H-NS,Fur","P45761",3462344,3462931,"+","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",1.2312547865,0.918841315,0.470219622054,"False",588
"3130","b3332",0,4.42393724829314,0.550391188203209,1.45576695496905,1.43735972884315,1.08856109401409,1.77947629594581,0.690915201931718,6.82538711874792,5.13578640952675,0.703557302355119,0.0070635721493441,-0.271063134205955,0.821454322409164,0.640766557815606,"gspK","gspK;yheJ","Type II secretion system protein GspK","Intracellular trafficking, secretion, and vesicular transport","RpoD,SlyA,H-NS,Fur","P45762",3462924,3463907,"+","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",1.2870316155,1.120880844,0.502410064820408,"True",984
"3131","b3333",0.171582207269514,4.71507486740367,0.493218484621595,2.38030433973049,2.35512473925654,2.08859865055269,2.63271735798887,0.544118707436185,6.87713923810109,5.5501231168812,0.511064272333443,0,-0.402780128873745,0.89599861349534,0.509049563147816,"gspL","gspL;yheK","Type II secretion system protein GspL","Intracellular trafficking, secretion, and vesicular transport","RpoD,SlyA,H-NS,Fur","P45763",3463922,3465085,"+","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",1.7960403345,1.9932524361498,0.396894147894012,"True",1164
"3132","b3334",0,5.10353105790916,0.544904004163297,2.7635378774793,2.7426782436167,2.44178600820532,3.11001277502012,0.668226766814802,6.8782400302856,4.45060944226531,-0.134059976656694,0.00100908173562059,-0.38193507039032,0.926839074553617,0.529894621631241,"gspM","gspM;hopZ;pshM","Type II secretion system protein GspM","Intracellular trafficking, secretion, and vesicular transport","RpoD,SlyA,H-NS,Fur,Nac","P36678",3465082,3465543,"+","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",2.7597120155,2.375383197,0.5459647279464,"False",462
"3133","b3335",0,5.35696577473904,0.697414649072375,2.38954930914329,2.30323265560226,1.96537405456467,2.70306369783716,0.737689643272493,6.85634531784687,4.81193997308909,0.774745594501457,0.00201816347124117,-0.199304305393615,0.89671895446599,0.712525386627946,"gspO","gspO;hofD;hopD;hopO;yheC","Type II secretion system prepilin peptidase","Cell motility","RpoD,SlyA,H-NS,Fur,Nac","P25960",3465543,3466220,"+","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",1.7696507525,1.923717782,0.568937386626,"True",678
"3134","b3336",3.83120443081788,12.5614386400022,1.34328389651755,8.3007476526705,8.17259902055371,7.41733681883225,9.19103496882797,1.77369814999572,6.88556259221795,3.08151532122789,0.157376936933947,0,0.466971853479504,0.876312043038048,1.37880154550106,"bfr","bfr","bacterioferritin","Inorganic ion transport and metabolism","ryhB,Nac","P0ABD3",3466249,3466725,"-","False","False","True","False","False","False","False","False","True",4590.5,241,"True","True",8.4456596035,7.771376017,1.4872033959048,"True",477
"3135","b3337",1.72189244818323,11.5059013611106,1.51498460589375,7.44363735889419,7.60828763981104,6.47567820316337,8.36430067724488,1.88862247408152,6.87668955981963,3.67788348205545,-0.450607911652306,0,0.643731198871507,0.871253407022244,1.55556089089307,"bfd","bfd;yheA","bacterioferritin-associated ferredoxin","Inorganic ion transport and metabolism","Nac","P0AE56",3466797,3466991,"-","False","False","False","False","False","False","False","True","False",NA,NA,"False","True",7.2110443055,7.03096829,1.55128145566586,"True",195
"3136","b3338",3.07969747114315,5.50961340416619,0.31591446609549,4.22229615112423,4.220386295792,4.00075981254383,4.4051224690743,0.404362656530468,6.8959319054803,4.00810089322064,0.340543865720933,0,-0.692434323033688,1.00834878912918,0.219395368987873,"chiA","chiA;yheB","endochitinase","Carbohydrate transport and metabolism","RpoD,YeiE,H-NS","P13656",3467160,3469853,"-","False","False","False","False","False","False","False","False","False",NA,NA,"False","True",3.8319733415,3.785719992,0.4043458893516,"False",2694
"3137","b3339",11.6934371893337,15.2464406385045,0.591698879779924,13.545725093111,13.5039822560348,13.1258276958182,13.9752595485198,0.849431852701624,6.89776012536907,2.80421133270873,-0.0338719601509987,0,-0.322039559762326,0.91373843954225,0.589790132259235,"tufA","tufA","translation elongation factor Tu 1","Translation, ribosomal structure and biogenesis","RpoD,RpoE,RpsG,DksA","P0CE47",3470145,3471329,"-","False","True","False","True","True","True","False","False","True",190648.5,55523,"True","True",13.865563915,13.11859311,0.600728704295998,"False",1185
"3138","b3340",10.6067576205138,14.7303067272912,0.633779302181661,12.6072152762343,12.6067431755221,12.2083177384121,13.001182430919,0.79286469250698,6.89745167013426,3.53862984356947,0.0625071765809604,0,-0.269612138673443,0.903391440855104,0.642217553348118,"fusA","fusA;far;fus","elongation factor G","Translation, ribosomal structure and biogenesis","RpoE,RpsG,DksA","P0A6M8",3471400,3473514,"-","True","True","False","True","True","True","False","False","True",29247.5,17143,"True","True",12.50269664,12.21800775,0.52463765445,"True",2115
"3139","b3341",9.21770993770759,14.4787507098502,0.691856077816435,12.4276399101805,12.4477239258335,12.0026078491784,12.8650475717464,0.862439722568016,6.89715125828431,4.58896939304895,-0.393590656590782,0,-0.209555257724178,0.901411335540614,0.702274434297383,"rpsG","rpsG","30S ribosomal subunit protein S7","Translation, ribosomal structure and biogenesis","ppGpp,RpsG,DksA","P02359",3473542,3474081,"-","True","True","False","True","True","True","False","False","True",34699.5,11329,"True","True",12.284452085,12.0684173332635,0.58591015693548,"True",540
"3140","b3342",9.32293640947604,14.9176038136744,0.766004041797593,12.8120741379485,12.8610859075647,12.4364766511714,13.2810460038732,0.844569352701779,6.8968963370181,5.00304268308043,-0.755872278856509,0,-0.139658937306905,0.905662979104498,0.772170754714656,"rpsL","rpsL;strA","30S ribosomal subunit protein S12","Translation, ribosomal structure and biogenesis","YqhC,ppGpp,RpsG,DksA","P0A7S3",3474178,3474552,"-","True","True","False","True","True","True","False","False","True",3365.5,6458,"True","True",12.57854902,12.45408323,0.568943183592,"True",375
"3141","b3343",3.5555000175645,9.46262045651137,0.704780645035601,6.76369689120197,6.70217936522406,6.38274097636186,7.14581690469891,0.763075928337048,6.89327901606538,4.5368784597795,0.181006441629948,0,-0.182901176906425,0.887681821942027,0.728928515115136,"tusB","tusB;yheL","sulfurtransferase complex subunit TusB","Translation, ribosomal structure and biogenesis","","P45530",3474678,3474965,"-","False","True","False","True","True","True","False","False","False",NA,NA,"False","True",5.839543794,6.26255419619601,0.549418036640795,"True",288
"3142","b3344",3.61745590197743,8.24840953952475,0.495197301535694,6.25885683401906,6.32167016031672,5.99448293083993,6.55954814519609,0.565065214356162,6.89550630697124,5.31424095769279,-0.746534493898553,0,-0.415482124969591,0.910679426505285,0.49634756705197,"tusC","tusC;yheM","sulfurtransferase complex subunit TusC","Translation, ribosomal structure and biogenesis","","P45531",3474973,3475332,"-","False","True","False","True","True","True","False","False","False",21.5,NA,"True","True",6.0042706355,5.89862621629442,0.460958475599701,"False",360
"3143","b3345",4.83498059994691,8.77836372825386,0.467988656972855,6.9676442403712,7.01701543278519,6.69474855557568,7.24431674017539,0.549568184599708,6.89643619429811,5.02722437145977,-0.316328997925478,0,-0.414258962158738,0.882247619131593,0.497570729862823,"tusD","tusD;yheN","sulfurtransferase complex subunit TusD","Translation, ribosomal structure and biogenesis","","P45532",3475332,3475718,"-","False","True","False","True","True","True","False","False","False",NA,NA,"False","True",6.7452752525,6.56628600342509,0.489114280351434,"False",387
"3144","b3346",0,9.11701749688245,0.624138147327115,7.79060955233391,7.82139094696662,7.57291185106209,8.04064363714022,0.467731786078135,6.89377472670605,90.539702983269,-7.26005914872028,0.00201816347124117,-0.24748146917631,0.871619616503425,0.664348222845251,"yheO","yheO","putative DNA-binding transcriptional regulator YheO","Function unknown","YfeC","P64624",3475718,3476440,"-","False","False","False","False","True","True","False","True","True",440.5,257,"True","True",7.5478703565,7.41008797,0.494280209648399,"False",723
"3145","b3347",7.36085105171944,11.5450346887128,0.671569840004481,9.3261467013752,9.32016337354623,8.87925256382838,9.73796690207319,0.858714338244813,6.89611810787915,3.03251846049956,0.0072142356006402,0,-0.205110161136027,0.876680001140508,0.706719530885535,"fkpA","fkpA;yzzS","peptidyl-prolyl cis-trans isomerase FkpA","Post-translational modification, protein turnover,and chaperones","RpoE,ppGpp","P45523",3476607,3477419,"-","False","False","False","False","True","True","False","False","True",4012.5,1197,"True","True",8.684031698,8.945038441,0.4772770886436,"True",813
"3146","b3348",0,9.79879561266535,0.912186730657271,6.6999344133812,6.77890321649357,6.30279370711696,7.2444278236573,0.941634116540337,6.88855664270783,7.0052221604466,-1.01312599175374,0.00100908173562059,0.0224098042113369,0.889776926445934,0.934239496232898,"slyX","slyX","protein SlyX","Function unknown","Lrp","P0A8R4",3477640,3477858,"+","False","False","False","False","True","True","False","True","False",169.5,NA,"True","True",6.513086341,6.36356376339588,0.640404999676072,"False",219
"3147","b3349",8.37597452180892,12.5594856609255,0.520495397018117,10.5149336977494,10.5034667540922,10.1738223027312,10.8330696787324,0.659247376001181,6.89748960871249,4.03740128711821,0.0513451826569598,0,-0.362497897433178,0.882993294451294,0.549331794588383,"slyD","slyD","FKBP-type peptidyl-prolyl cis-trans isomerase SlyD","Post-translational modification, protein turnover,and chaperones","","P0A9K9",3477907,3478497,"-","False","False","False","False","True","True","False","False","True",13523,2131,"True","True",10.148489205,10.0777883,0.367296418104,"False",591
"3148","b3350",2.48499777484307,6.92030254628182,0.619866217016739,4.70957107682426,4.69080011279181,4.40152797999006,5.03674489119362,0.635216911203562,6.88997965996318,4.41574688248234,0.082005438868338,0,-0.380716215983105,1.00058243299984,0.531113476038456,"kefB","kefB;trkB","K(+) : H(+) antiporter KefB","Inorganic ion transport and metabolism","ppGpp","P45522",3478802,3480607,"-","False","False","True","True","True","True","False","False","False",NA,NA,"False","True",4.7572108705,4.311284187,0.5601864023952,"True",1806
"3149","b3351",2.14865402606282,7.97247944623367,0.800989852943616,5.29335630374815,5.4158022277456,4.93609755043193,5.76776715387834,0.831669603446413,6.88663026163239,4.30748532084583,-0.72125190439911,0,-0.173345078476296,0.974334931419912,0.738484613545265,"kefG","kefG;yheR","protein required for KefB activity","Function unknown","ppGpp","P0A756",3480607,3481161,"-","False","False","False","False","True","True","False","True","False",NA,NA,"False","True",4.987868713,4.986229312,0.7202362080942,"True",555
"3150","b3352",4.07920170118899,7.66830185377412,0.4652536162852,6.44118794814073,6.48757886437408,6.21377111355626,6.70365353282207,0.489882419265807,6.89603143017084,6.43476874356312,-0.958045438504501,0,-0.436281385710785,0.901535001995985,0.475548306310776,"yheS","yheS","ABC transporter ATP-binding protein YheS","Function unknown","","P63389",3481289,3483202,"+","False","False","False","False","True","True","False","True","True",45,306,"True","True",6.675334651,6.040869042,0.408228292428598,"False",1914
"3151","b3353",3.36036326945636,7.23164534798334,0.477165414116198,5.71587676196026,5.76625786567316,5.47638662701719,5.99649348089069,0.5201068538735,6.89512701965287,6.03557700671083,-0.80588664948449,0,-0.466540959992584,0.943706374108783,0.445288732028977,"yheT","yheT","putative hydrolase YheT","Function unknown","","P45524",3483202,3484224,"+","False","False","False","False","True","True","False","True","False",NA,NA,"False","True",5.762257109,5.328347816,0.401778847764024,"False",1023
"3152","b3354",3.42584711872464,8.42226015115887,0.532645877727466,6.479069194191,6.45319083475613,6.17150109503558,6.74573958825562,0.574238493220047,6.89533369095076,4.74403502878263,0.15697638921666,0,-0.366933904555357,0.899579782282823,0.544895787466204,"yheU","yheU","UPF0270 family protein YheU","Function unknown","","P67624",3484218,3484436,"+","False","False","False","False","True","True","False","True","False",0,NA,"True","True",5.5169351275,6.005122268,0.614286313309198,"False",219
